               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.096469,             0.05255,            0.017512,             0.16901,             0.34756,             0.11318,            0.032358,            0.068522,            0.038796,           0.0026269,            0.070455,           0.0032828,           0.0032828
                   1,            0.072049,             0.04718,           0.0023026,             0.25671,             0.49161,             0.22313,            0.076073,            0.066037,            0.022679,           0.0013219,            0.040389,           0.0065507,           0.0065507
                   2,            0.068268,            0.040062,           0.0019014,             0.35181,             0.50551,             0.38015,             0.11397,            0.054502,            0.023877,           0.0014106,            0.010258,           0.0097525,           0.0097525
                   3,            0.062249,            0.039489,           0.0018296,             0.54322,              0.5954,             0.54531,             0.21572,            0.044623,             0.02293,           0.0011696,            0.009703,            0.009703,            0.009703
                   4,            0.054425,            0.037663,            0.001493,             0.68351,             0.67761,             0.71526,              0.3087,            0.040646,              0.0223,           0.0008957,            0.009703,            0.009703,            0.009703
                   5,            0.050817,            0.040718,           0.0011303,             0.73454,             0.73921,             0.76232,             0.33487,            0.039657,            0.021855,           0.0009421,            0.009604,            0.009604,            0.009604
                   6,            0.050089,            0.038905,          0.00093022,             0.75313,             0.73274,             0.77754,             0.33161,             0.04007,              0.0203,           0.0007552,            0.009505,            0.009505,            0.009505
                   7,            0.049197,             0.03832,          0.00086196,             0.81291,             0.80191,             0.84942,             0.37449,            0.037871,            0.020117,          0.00071616,            0.009406,            0.009406,            0.009406
                   8,            0.046887,            0.034579,          0.00083707,             0.81382,             0.81722,             0.85801,             0.41551,            0.035729,             0.02039,          0.00073777,            0.009307,            0.009307,            0.009307
                   9,             0.04566,            0.038824,          0.00067695,             0.85406,             0.81831,             0.87426,             0.42613,            0.036778,            0.019539,          0.00060494,            0.009208,            0.009208,            0.009208
                  10,            0.045646,            0.039173,          0.00062238,             0.86457,             0.83393,               0.897,             0.44868,            0.035118,             0.01901,          0.00055619,            0.009109,            0.009109,            0.009109
                  11,            0.045005,            0.035402,          0.00058288,             0.86104,             0.81984,             0.88542,             0.44571,            0.034087,            0.019404,          0.00046594,             0.00901,             0.00901,             0.00901
                  12,            0.045049,            0.035266,          0.00056425,             0.87148,             0.85818,             0.91309,             0.46556,            0.033624,            0.018749,          0.00054391,            0.008911,            0.008911,            0.008911
                  13,            0.043013,            0.032814,          0.00058108,              0.8739,             0.86211,             0.91434,             0.45995,              0.0334,            0.018626,          0.00052028,            0.008812,            0.008812,            0.008812
                  14,            0.044443,            0.039074,          0.00049828,             0.89148,             0.87152,             0.92266,             0.49657,            0.031432,             0.01812,          0.00040285,            0.008713,            0.008713,            0.008713
                  15,            0.041712,            0.035286,          0.00045747,             0.86922,             0.88892,               0.921,             0.46679,            0.032934,            0.018268,          0.00040392,            0.008614,            0.008614,            0.008614
                  16,             0.04128,            0.032899,          0.00047317,             0.89089,             0.86242,             0.92217,             0.47959,             0.03162,            0.017944,          0.00040707,            0.008515,            0.008515,            0.008515
                  17,            0.040336,            0.034012,          0.00043866,             0.91489,             0.88893,             0.93472,             0.49906,             0.03122,            0.018041,          0.00041372,            0.008416,            0.008416,            0.008416
                  18,            0.041676,            0.033854,          0.00043568,             0.91214,             0.89331,             0.93683,             0.49622,            0.031589,            0.017746,          0.00039907,            0.008317,            0.008317,            0.008317
                  19,            0.039844,            0.034268,          0.00041585,             0.91946,             0.90748,             0.94532,             0.52876,            0.029359,            0.017503,          0.00035496,            0.008218,            0.008218,            0.008218
                  20,            0.039706,            0.034057,          0.00035899,             0.90998,             0.89654,             0.93626,             0.51282,            0.030107,            0.017398,          0.00030963,            0.008119,            0.008119,            0.008119
                  21,            0.039783,            0.033094,          0.00036334,             0.91179,             0.90029,             0.94241,              0.5262,             0.03033,            0.017375,          0.00033132,             0.00802,             0.00802,             0.00802
                  22,            0.041288,            0.035976,          0.00038846,             0.91002,             0.88962,             0.93842,             0.52793,            0.030213,            0.017851,          0.00032161,            0.007921,            0.007921,            0.007921
                  23,            0.038616,            0.033577,          0.00033851,             0.92065,             0.89453,             0.94666,             0.53619,            0.029583,            0.017313,          0.00028197,            0.007822,            0.007822,            0.007822
                  24,            0.038856,            0.032088,          0.00031204,             0.91524,              0.9034,             0.95147,             0.54327,            0.029102,            0.017218,          0.00029004,            0.007723,            0.007723,            0.007723
                  25,            0.037953,            0.031372,          0.00032612,             0.91636,             0.91124,             0.95502,             0.54959,            0.028897,            0.017056,          0.00031075,            0.007624,            0.007624,            0.007624
                  26,            0.038209,            0.033362,          0.00032586,             0.93617,             0.92641,              0.9624,             0.57569,            0.027191,            0.016508,          0.00025222,            0.007525,            0.007525,            0.007525
                  27,            0.036893,            0.031703,          0.00029038,             0.93597,             0.91395,             0.95832,             0.57063,              0.0278,              0.0167,          0.00023922,            0.007426,            0.007426,            0.007426
                  28,            0.036702,            0.031423,          0.00026043,             0.93974,             0.92905,             0.96168,             0.57208,            0.027516,            0.016406,          0.00023485,            0.007327,            0.007327,            0.007327
                  29,            0.036977,            0.031832,          0.00026935,             0.93782,             0.93276,             0.96417,             0.58322,            0.027454,            0.016306,          0.00024352,            0.007228,            0.007228,            0.007228
                  30,            0.036979,            0.031757,          0.00026005,             0.94525,             0.91869,             0.96129,               0.584,            0.027109,            0.016002,          0.00022122,            0.007129,            0.007129,            0.007129
                  31,            0.035336,            0.028214,          0.00025103,             0.94426,             0.92993,             0.96628,             0.58864,            0.026383,            0.016013,          0.00020947,             0.00703,             0.00703,             0.00703
                  32,             0.03633,            0.031101,          0.00023723,             0.94807,               0.936,             0.96688,             0.58865,            0.026031,            0.016188,          0.00021996,            0.006931,            0.006931,            0.006931
                  33,            0.035253,             0.02926,          0.00024064,             0.94357,             0.92617,              0.9656,             0.59172,             0.02667,            0.015987,          0.00019286,            0.006832,            0.006832,            0.006832
                  34,             0.03614,            0.031451,          0.00023204,             0.94737,             0.93624,             0.96785,             0.59916,            0.025968,             0.01599,          0.00019929,            0.006733,            0.006733,            0.006733
                  35,             0.03621,            0.030642,          0.00023592,             0.95336,             0.93193,              0.9695,             0.59449,            0.025863,            0.015818,           0.0002112,            0.006634,            0.006634,            0.006634
                  36,            0.035812,            0.029658,          0.00022552,             0.93275,             0.93313,             0.96685,             0.60138,            0.025748,            0.015815,          0.00018645,            0.006535,            0.006535,            0.006535
                  37,            0.034671,            0.031028,          0.00020674,             0.94826,              0.9384,             0.97226,             0.61256,            0.024906,            0.015488,          0.00016302,            0.006436,            0.006436,            0.006436
                  38,            0.035613,            0.030714,          0.00020314,             0.95943,             0.94102,             0.97334,             0.62605,            0.024246,            0.015275,          0.00019752,            0.006337,            0.006337,            0.006337
                  39,            0.034451,            0.029977,           0.0002263,             0.94494,             0.94535,             0.97119,             0.62346,            0.023864,            0.015167,          0.00018601,            0.006238,            0.006238,            0.006238
                  40,            0.033944,            0.028346,          0.00019937,             0.95569,             0.94086,             0.97362,             0.62713,            0.024149,            0.015065,          0.00016597,            0.006139,            0.006139,            0.006139
                  41,             0.03362,            0.030095,          0.00019014,             0.95201,             0.93663,             0.96977,             0.60685,            0.025015,            0.015227,          0.00015208,             0.00604,             0.00604,             0.00604
                  42,             0.03414,            0.031152,          0.00018695,             0.95101,             0.94727,             0.97623,              0.6158,             0.02447,             0.01503,          0.00014294,            0.005941,            0.005941,            0.005941
                  43,            0.034669,            0.030791,          0.00018764,             0.96352,             0.94799,             0.97821,             0.63964,            0.023253,            0.014683,          0.00015214,            0.005842,            0.005842,            0.005842
                  44,            0.033704,            0.029043,          0.00017745,             0.96347,             0.94839,             0.97869,             0.64355,            0.023529,            0.014765,          0.00014604,            0.005743,            0.005743,            0.005743
                  45,            0.033653,            0.028004,          0.00019524,             0.95598,              0.9499,             0.97795,             0.64597,            0.023348,            0.014652,          0.00015051,            0.005644,            0.005644,            0.005644
                  46,            0.032262,            0.028531,          0.00018464,             0.96017,             0.94763,             0.97895,             0.63144,            0.023467,             0.01453,          0.00015662,            0.005545,            0.005545,            0.005545
                  47,            0.032967,            0.028022,          0.00017375,             0.95914,              0.9511,             0.97685,             0.64286,             0.02354,            0.014634,          0.00014578,            0.005446,            0.005446,            0.005446
                  48,            0.032203,            0.029145,          0.00016358,             0.96898,             0.95206,             0.98181,             0.65788,            0.022623,            0.014331,          0.00013504,            0.005347,            0.005347,            0.005347
                  49,            0.032542,            0.030076,          0.00015892,             0.96715,             0.95494,             0.98077,             0.64481,            0.023807,            0.014503,          0.00013082,            0.005248,            0.005248,            0.005248
                  50,            0.032362,            0.027779,          0.00016296,             0.96594,             0.95853,             0.98127,             0.66823,            0.022089,            0.014272,          0.00014316,            0.005149,            0.005149,            0.005149
                  51,            0.032197,            0.029181,           0.0001522,             0.97099,             0.95662,             0.98394,             0.66572,            0.022229,            0.014037,          0.00012291,             0.00505,             0.00505,             0.00505
                  52,            0.032197,             0.03023,          0.00014519,             0.97069,             0.95997,             0.98235,             0.67063,            0.021718,            0.014082,          0.00012198,            0.004951,            0.004951,            0.004951
                  53,            0.032592,            0.029244,          0.00014225,             0.96621,             0.95944,              0.9847,             0.66998,            0.022061,            0.013981,          0.00011589,            0.004852,            0.004852,            0.004852
                  54,            0.032071,            0.029413,          0.00014904,              0.9711,             0.95852,              0.9848,             0.67553,            0.021667,            0.013837,          0.00011992,            0.004753,            0.004753,            0.004753
                  55,             0.03165,            0.030046,          0.00014038,              0.9689,             0.96336,             0.98392,             0.67638,            0.021391,            0.013751,           0.0001214,            0.004654,            0.004654,            0.004654
                  56,             0.03125,            0.026649,          0.00014491,             0.97665,             0.96236,             0.98635,              0.6913,            0.020817,            0.013639,          0.00011644,            0.004555,            0.004555,            0.004555
                  57,            0.032002,              0.0293,          0.00014186,             0.96856,             0.96405,             0.98392,             0.67956,            0.021574,            0.013824,          0.00011126,            0.004456,            0.004456,            0.004456
                  58,            0.030193,            0.027447,          0.00012494,             0.96729,             0.95877,             0.98357,              0.6844,            0.021068,            0.013602,          0.00010141,            0.004357,            0.004357,            0.004357
                  59,            0.029534,            0.026733,          0.00012299,             0.97573,             0.95829,             0.98581,             0.68483,            0.020739,            0.013612,          0.00010088,            0.004258,            0.004258,            0.004258
                  60,            0.031149,            0.027372,          0.00012896,              0.9747,             0.96117,             0.98615,             0.69349,            0.021071,            0.013411,          0.00011008,            0.004159,            0.004159,            0.004159
                  61,            0.029949,            0.027716,          0.00012694,             0.96804,             0.96558,             0.98584,             0.69459,            0.020941,            0.013494,          0.00010152,             0.00406,             0.00406,             0.00406
                  62,            0.030723,            0.026975,          0.00012397,             0.96885,             0.96548,              0.9869,             0.69896,            0.020459,            0.013342,          9.3951e-05,            0.003961,            0.003961,            0.003961
                  63,            0.029905,            0.026718,          0.00011196,             0.97427,               0.962,              0.9869,             0.70123,            0.020175,            0.013243,          9.1136e-05,            0.003862,            0.003862,            0.003862
                  64,            0.030187,             0.02654,          0.00011618,             0.97075,             0.97065,             0.98712,             0.70139,            0.020276,            0.013109,          8.7511e-05,            0.003763,            0.003763,            0.003763
                  65,            0.029094,             0.02694,          0.00010877,             0.97148,             0.97157,             0.98726,             0.70146,             0.02048,            0.013228,          8.3958e-05,            0.003664,            0.003664,            0.003664
                  66,             0.03061,            0.027619,          0.00010569,             0.97476,             0.96278,             0.98751,             0.70266,            0.020239,            0.013156,           7.999e-05,            0.003565,            0.003565,            0.003565
                  67,            0.030078,            0.028888,          0.00010375,             0.97745,             0.96668,             0.98813,             0.71251,            0.019507,            0.012983,          8.0763e-05,            0.003466,            0.003466,            0.003466
                  68,             0.02979,            0.026195,          9.9112e-05,             0.97892,             0.96819,             0.98882,             0.71381,            0.019733,            0.012958,          7.8536e-05,            0.003367,            0.003367,            0.003367
                  69,            0.028881,            0.026978,          9.5136e-05,             0.97732,             0.97082,             0.98887,             0.71405,            0.019332,            0.012992,           7.339e-05,            0.003268,            0.003268,            0.003268
                  70,            0.028706,            0.026482,          9.5986e-05,             0.97843,             0.96956,             0.98932,              0.7169,            0.019473,            0.012906,          7.2173e-05,            0.003169,            0.003169,            0.003169
                  71,            0.027962,            0.025464,          9.0598e-05,             0.97914,               0.971,             0.98867,             0.71157,            0.019839,            0.012808,          7.2576e-05,             0.00307,             0.00307,             0.00307
                  72,            0.028818,            0.026673,          9.0246e-05,             0.98029,              0.9722,              0.9897,             0.72535,            0.019274,            0.012627,          6.8293e-05,            0.002971,            0.002971,            0.002971
                  73,            0.027787,            0.027174,          8.3091e-05,              0.9802,             0.97298,             0.99076,             0.73427,            0.018823,            0.012461,           5.877e-05,            0.002872,            0.002872,            0.002872
                  74,            0.028824,            0.027546,          8.2413e-05,             0.98252,             0.97148,              0.9915,             0.73872,            0.018524,            0.012457,          6.0239e-05,            0.002773,            0.002773,            0.002773
                  75,            0.028032,            0.025871,          7.9608e-05,             0.98148,             0.97579,             0.99076,             0.73196,            0.018813,             0.01236,          5.6298e-05,            0.002674,            0.002674,            0.002674
                  76,            0.028462,            0.026385,          7.7755e-05,              0.9834,              0.9722,             0.99046,             0.74203,            0.018247,            0.012224,          6.1869e-05,            0.002575,            0.002575,            0.002575
                  77,             0.02803,            0.027431,          7.8137e-05,             0.98306,             0.97363,             0.99071,             0.73961,            0.018218,            0.012184,          5.3407e-05,            0.002476,            0.002476,            0.002476
                  78,             0.02819,            0.026624,          7.2866e-05,             0.98086,              0.9706,             0.99032,             0.73901,            0.018374,            0.012176,          4.8438e-05,            0.002377,            0.002377,            0.002377
                  79,             0.02787,            0.026771,          6.9828e-05,             0.98413,             0.97052,             0.99088,             0.73928,             0.01834,            0.012194,           4.893e-05,            0.002278,            0.002278,            0.002278
                  80,            0.027754,            0.027613,          7.1774e-05,             0.97864,             0.97724,             0.99124,             0.74618,              0.0181,            0.012056,          4.8706e-05,            0.002179,            0.002179,            0.002179
                  81,             0.02713,             0.02357,          6.9597e-05,             0.98289,             0.97743,             0.99158,             0.75062,            0.018062,            0.011955,           4.454e-05,             0.00208,             0.00208,             0.00208
                  82,             0.02693,            0.024986,          6.3824e-05,             0.98299,             0.97627,             0.99164,             0.75412,            0.017542,             0.01197,          4.1391e-05,            0.001981,            0.001981,            0.001981
                  83,            0.026986,            0.025435,          6.3546e-05,             0.98436,             0.97483,             0.99193,              0.7585,            0.017491,            0.011831,          4.3596e-05,            0.001882,            0.001882,            0.001882
                  84,             0.02702,            0.026158,          6.0289e-05,             0.97623,             0.97699,             0.99062,             0.75477,            0.017526,            0.011842,          4.3152e-05,            0.001783,            0.001783,            0.001783
                  85,            0.026263,            0.024227,          6.4199e-05,             0.98256,             0.97251,             0.99027,             0.75151,            0.017604,            0.011903,          4.3718e-05,            0.001684,            0.001684,            0.001684
                  86,            0.026718,            0.026696,          5.8488e-05,             0.98199,             0.98024,             0.99205,             0.76066,            0.017121,            0.011717,          3.6465e-05,            0.001585,            0.001585,            0.001585
                  87,            0.027172,            0.025731,          6.0991e-05,             0.98406,             0.97677,             0.99198,             0.76491,            0.017257,            0.011592,          3.6585e-05,            0.001486,            0.001486,            0.001486
                  88,            0.026684,            0.024207,          5.5107e-05,             0.98363,             0.97967,             0.99173,              0.7646,            0.017059,            0.011581,           3.266e-05,            0.001387,            0.001387,            0.001387
                  89,            0.027138,            0.025695,          5.5916e-05,             0.98457,             0.97912,             0.99206,             0.76548,            0.016869,             0.01154,          3.3733e-05,            0.001288,            0.001288,            0.001288
                  90,            0.026224,            0.024013,          5.4994e-05,             0.98595,             0.97819,             0.99263,              0.7714,            0.016798,            0.011423,          3.4141e-05,            0.001189,            0.001189,            0.001189
                  91,            0.026109,            0.024422,          5.3662e-05,             0.98553,             0.97747,             0.99263,             0.77198,            0.016746,            0.011394,            3.31e-05,             0.00109,             0.00109,             0.00109
                  92,            0.025776,            0.023395,          5.6177e-05,             0.98478,             0.97676,             0.99194,             0.77418,            0.016486,            0.011296,          3.4589e-05,            0.000991,            0.000991,            0.000991
                  93,            0.027012,            0.025449,          5.5819e-05,             0.98803,             0.97459,             0.99268,             0.77741,            0.016419,            0.011257,          3.2047e-05,            0.000892,            0.000892,            0.000892
                  94,            0.026189,            0.024747,          5.1277e-05,             0.98675,             0.97843,             0.99238,             0.77572,            0.016345,            0.011205,          3.0072e-05,            0.000793,            0.000793,            0.000793
                  95,            0.025922,            0.022572,          5.0446e-05,             0.98526,             0.97939,             0.99254,              0.7774,            0.016435,            0.011208,          3.1357e-05,            0.000694,            0.000694,            0.000694
                  96,            0.026182,            0.026816,          4.8114e-05,               0.986,             0.97892,              0.9924,             0.78145,            0.016142,            0.011114,          3.0173e-05,            0.000595,            0.000595,            0.000595
                  97,            0.026159,            0.025106,          4.7945e-05,              0.9858,             0.97939,             0.99231,             0.78106,             0.01611,            0.011091,          2.9833e-05,            0.000496,            0.000496,            0.000496
                  98,            0.026537,            0.025752,           4.893e-05,              0.9857,             0.98082,             0.99245,             0.78242,            0.016083,            0.011087,          2.9293e-05,            0.000397,            0.000397,            0.000397
                  99,            0.025218,            0.023692,          4.7692e-05,             0.98435,             0.98027,             0.99253,             0.78409,            0.015978,            0.011046,          2.8657e-05,            0.000298,            0.000298,            0.000298
